0.06071	83.311
0.06074	82.586
0.06176	84.676
0.06116	85.138
0.06117	85.242
0.0616	84.445
0.06175	83.408
0.06239	81.45
0.06163	81.442
0.06135	81.163
0.0616	80.664
0.0619	79.985
0.06249	81.668
0.06185	81.551
0.06196	81.972
0.06224	83.081
0.06246	84.993
0.06324	84.913
0.06272	85.078
0.06302	85.484
0.06334	84.821
0.06349	83.244
0.06399	83.928
0.06337	83.594
0.06345	82.622
0.06381	81.831
0.06376	82.13
0.06419	81.028
0.0636	81.981
0.06356	82.56
0.06421	82.961
0.06457	83.033
0.06474	85.135
0.06425	84.767
0.06423	83.46
0.06477	82.287
0.06503	81.858
0.06502	80.369
0.06444	81.436
0.06452	82.989
0.06503	83.817
0.06573	83.013
0.06563	84.573
0.06502	84.109
0.06515	84.102
0.0656	83.954
0.0663	84.447
0.06628	83.018
0.06566	83.66
0.06559	83.945
0.06599	83.674
0.06673	82.083
0.06664	82.947
0.06607	82.933
0.06595	82.892
0.06653	82.822
0.06707	83.495
0.067	82.339
0.06659	82.853
0.06635	83.909
0.06685	84.221
0.06753	83.047
0.06749	84.389
0.06732	84.771
0.06717	84.747
0.06747	84.6
0.06835	85.2
0.06795	83.772
0.06792	84.376
0.06767	84.927
0.06791	84.733
0.06876	82.996
0.06838	84.368
0.06836	85.197
0.06853	85.862
0.06889	86.136
0.06962	86.775
0.06917	85.881
0.06919	85.819
0.06916	85.006
0.06952	84.599
0.07015	82.892
0.06948	83.689
0.06933	83.512
0.06943	83.399
0.06986	83.228
0.07056	83.808
0.0697	83.193
0.06988	84.115
0.06965	84.832
0.07036	85.212
0.07141	84.756
0.07045	86.426
0.0706	86.499
0.07051	86.429
0.07121	86.163
0.07216	86.173
0.07102	84.176
0.07098	83.498
0.0707	82.771
0.0711	82.193
0.0724	80.912
0.07124	83.544
0.0714	85.576
0.07146	86.542
0.07185	86.407
0.07307	86.617
0.07209	85.241
0.07222	85.91
0.07206	86.902
0.07265	87.169
0.07386	85.13
0.07283	86.032
0.07302	86.024
0.07256	85.337
0.07307	85.024
0.07416	85.359
0.07304	83.819
0.0733	83.151
0.07281	82.755
0.07318	83.033
0.07453	81.722
0.07303	83.008
0.07358	82.628
0.0731	81.329
0.07331	81.396
0.07466	83.168
0.07318	83.297
0.07394	84.71
0.07378	85.844
0.0741	86.864
0.07554	85.798
0.07413	87.498
0.07477	87.658
0.07462	85.724
0.07487	84.643
0.0759	84.995
0.07449	83.386
0.07494	83.616
0.07464	83.743
0.07508	84.064
0.07634	82.911
0.07468	84.739
0.07546	85.502
0.07522	85.369
0.07585	85.809
0.07703	87.279
0.07516	86.675
0.07612	86.831
0.07575	86.974
0.07632	86.599
0.07784	85.004
0.07574	86.541
0.07678	87.327
0.07649	87.406
0.07687	86.702
0.0785	86.801
0.07637	84.502
0.07717	84.354
0.07672	84.699
0.07707	84.971
0.07876	83.961
0.0767	85.701
0.07755	86.642
0.07721	86.424
0.07772	86.614
0.0793	87.165
0.07717	85.083
0.07808	84.986
0.07745	84.915
0.07796	84.357
0.07947	81.671
0.0774	82.354
0.07838	82.668
0.07759	82.792
0.07805	83.743
0.07973	85.867
0.07742	85.074
0.07897	85.333
0.07814	85.225
0.0785	85.719
0.08026	85.021
0.07806	87.4
0.07963	89.241
0.0792	89.084
0.07958	88.138
0.08107	88.008
0.07865	86.174
0.08025	85.845
0.07972	86.581
0.07996	86.443
0.08153	85.419
0.07916	87.481
0.08087	88.841
0.08047	88.319
0.08082	88.142
0.08228	89.01
